row_type,propeller,filename,source_url,apc_title,software_version,simulation_date,diameter_in,pitch_in,pitch_to_diameter,blade_count,role,rpm,speed_mph,speed_m_s,j,code_mu_equivalent_j_over_pi,efficiency_pe,ct,cp,power_hp,torque_in_lbf,thrust_lbf,power_w,torque_n_m,thrust_n,thrust_g_per_w,mach_tip,reynolds_75,figure_of_merit,same_rpm_static_ct,same_rpm_static_cp,ct_over_same_rpm_static_ct,cp_over_same_rpm_static_cp,q_over_t_over_same_rpm_static_q_over_t
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,6000,34.73,15.525699199999998,1.2226,0.38916566684830245,0.7664,0.0921,0.1468,0.008,0.084,0.066,5.948,0.009,0.294,5.033,0.13,24861.0,0.1518,0.1585,0.1348,0.5810725552050473,1.0890207715133533,1.874156268022437
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,6000,36.39,16.2677856,1.2808,0.4076913022241991,0.7658,0.0812,0.1358,0.007,0.078,0.058,5.502,0.009,0.259,4.801,0.13,25114.0,0.136,0.1585,0.1348,0.5123028391167193,1.0074183976261128,1.9664509362529419
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,6000,38.04,17.0054016,1.339,0.4262169376000957,0.7577,0.07,0.1237,0.007,0.071,0.05,5.011,0.008,0.223,4.543,0.13,25375.0,0.1195,0.1585,0.1348,0.44164037854889593,0.9176557863501483,2.0778348876642645
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,6000,39.69,17.743017599999998,1.3972,0.44474257297599235,0.7391,0.0585,0.1106,0.006,0.063,0.042,4.48,0.007,0.187,4.247,0.13,25644.0,0.1021,0.1585,0.1348,0.3690851735015773,0.8204747774480712,2.222995764538791
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,6000,41.35,18.485104,1.4554,0.463268208351889,0.7051,0.0468,0.0967,0.005,0.055,0.034,3.915,0.006,0.149,3.89,0.13,25920.0,0.0836,0.1585,0.1348,0.29526813880126185,0.7173590504451038,2.429517296913439
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,6000,43.0,19.22272,1.5137,0.481825674716404,0.6472,0.0351,0.082,0.004,0.047,0.025,3.322,0.005,0.112,3.433,0.13,26203.0,0.0639,0.1585,0.1348,0.22145110410094637,0.6083086053412463,2.746920625258904
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,6000,44.66,19.964806399999997,1.5719,0.5003513100923006,0.5486,0.0233,0.0668,0.004,0.038,0.017,2.706,0.004,0.074,2.802,0.13,26494.0,0.0425,0.1585,0.1348,0.1470031545741325,0.4955489614243323,3.3710090294316166
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,6000,46.31,20.7024224,1.6301,0.5188769454681972,0.3721,0.0117,0.0512,0.003,0.029,0.008,2.074,0.003,0.037,1.833,0.13,26792.0,0.0197,0.1585,0.1348,0.07381703470031546,0.3798219584569733,5.145451317558143
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,6000,47.96,21.4400384,1.6883,0.5374025808440938,0.0133,0.0003,0.0353,0.002,0.02,0.0,1.432,0.002,0.001,0.063,0.14,27096.0,0.0001,0.1585,0.1348,0.001892744479495268,0.2618694362017804,138.35435212660732
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,7000,0.0,0.0,0.0,0.0,0.0,0.1587,0.1332,0.011,0.103,0.155,8.571,0.012,0.689,8.195,0.14,25551.0,0.3784,0.1587,0.1332,1.0,1.0,1.0
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,7000,1.93,0.8627872,0.0583,0.018557466364514996,0.0687,0.1583,0.1344,0.012,0.104,0.154,8.647,0.012,0.687,8.103,0.14,25597.0,0.3738,0.1587,0.1332,0.9974795211090106,1.009009009009009,1.0115586211606424
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,7000,3.87,1.7300448,0.1167,0.03714676371764837,0.1355,0.158,0.136,0.012,0.106,0.154,8.749,0.012,0.686,7.994,0.14,25652.0,0.3684,0.1587,0.1332,0.9955891619407687,1.021021021021021,1.0255445318736458
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,7000,5.8,2.592832,0.175,0.05570423008216337,0.2001,0.1578,0.1381,0.012,0.107,0.154,8.879,0.012,0.685,7.867,0.14,25717.0,0.3623,0.1587,0.1332,0.994328922495274,1.0367867867867866,1.042700019411046
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,7000,7.73,3.4556192,0.2334,0.07429352743529674,0.2618,0.1577,0.1405,0.012,0.109,0.154,9.039,0.012,0.684,7.722,0.14,25793.0,0.3555,0.1587,0.1332,0.9936988027725268,1.0548048048048049,1.0614934846069912
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,7000,9.67,4.3228767999999995,0.2917,0.09285099379981175,0.3203,0.1576,0.1435,0.012,0.111,0.154,9.23,0.013,0.684,7.558,0.14,25880.0,0.3478,0.1587,0.1332,0.9930686830497794,1.0773273273273272,1.084846743952074
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,7000,11.6,5.185664,0.35,0.11140846016432673,0.3753,0.1575,0.1469,0.013,0.114,0.154,9.449,0.013,0.684,7.378,0.14,25980.0,0.3395,0.1587,0.1332,0.9924385633270321,1.1028528528528527,1.1112555412555412
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,7000,13.53,6.0484512,0.4084,0.12999775751746012,0.4263,0.1573,0.1507,0.013,0.117,0.154,9.695,0.013,0.683,7.184,0.14,26093.0,0.3304,0.1587,0.1332,0.9911783238815374,1.1313813813813813,1.1414508914508914
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,7000,15.47,6.9157088,0.4667,0.14855522388197512,0.4733,0.157,0.1549,0.013,0.12,0.153,9.961,0.014,0.682,6.979,0.14,26218.0,0.3206,0.1587,0.1332,0.9892879647132955,1.1629129129129128,1.1755049635622885
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,7000,17.4,7.778496,0.525,0.16711269024649011,0.5161,0.1565,0.1592,0.014,0.124,0.153,10.242,0.014,0.679,6.765,0.14,26356.0,0.3103,0.1587,0.1332,0.9861373660995588,1.1951951951951951,1.2119966611979391
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,7000,19.34,8.645753599999999,0.5834,0.1857019875996235,0.5549,0.1556,0.1636,0.014,0.127,0.152,10.525,0.014,0.676,6.546,0.14,26508.0,0.2994,0.1587,0.1332,0.9804662885948329,1.228228228228228,1.2526980708214641
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,7000,21.27,9.5085408,0.6417,0.2042594539641385,0.5898,0.1543,0.1679,0.014,0.13,0.151,10.798,0.015,0.67,6.325,0.14,26673.0,0.288,0.1587,0.1332,0.9722747321991178,1.2605105105105103,1.2964550746469086
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,7000,23.2,10.371328,0.7001,0.22284875131727183,0.621,0.1523,0.1717,0.015,0.133,0.149,11.045,0.015,0.661,6.105,0.14,26851.0,0.2763,0.1587,0.1332,0.9596723377441713,1.289039039039039,1.3432074556500033
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,7000,25.14,11.2385856,0.7584,0.24140621768178686,0.6489,0.1496,0.1749,0.015,0.136,0.146,11.249,0.015,0.65,5.889,0.14,27043.0,0.2641,0.1587,0.1332,0.9426591052299937,1.3130630630630629,1.392935214626391
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,7000,27.07,12.1013728,0.8167,0.2599636840463018,0.6737,0.1461,0.1771,0.015,0.138,0.143,11.39,0.016,0.634,5.677,0.14,27247.0,0.2516,0.1587,0.1332,0.9206049149338374,1.3295795795795795,1.4442455802825414
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,7000,29.0,12.96416,0.8751,0.27855298139943524,0.6957,0.1415,0.178,0.015,0.138,0.138,11.449,0.016,0.614,5.472,0.14,27464.0,0.2386,0.1587,0.1332,0.8916194076874605,1.336336336336336,1.4987743927673256
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,7000,30.94,13.8314176,0.9334,0.29711044776395024,0.7152,0.1358,0.1773,0.015,0.138,0.133,11.403,0.016,0.59,5.274,0.14,27694.0,0.2253,0.1587,0.1332,0.8557025834908633,1.3310810810810811,1.555541734665446
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,7000,32.87,14.694204799999998,0.9918,0.3156997451170836,0.7325,0.129,0.1747,0.015,0.136,0.126,11.235,0.015,0.56,5.083,0.15,27936.0,0.2117,0.1587,0.1332,0.8128544423440454,1.3115615615615615,1.6135257350373629
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,7000,34.8,15.556992,1.0501,0.3342572114815986,0.7476,0.121,0.17,0.015,0.132,0.118,10.937,0.015,0.525,4.899,0.15,28190.0,0.1976,0.1587,0.1332,0.7624448645242595,1.2762762762762763,1.6739259921078105
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,7000,36.74,16.4242496,1.1084,0.3528146778461136,0.7601,0.1121,0.1635,0.014,0.127,0.109,10.515,0.014,0.487,4.72,0.15,28455.0,0.1832,0.1587,0.1332,0.706364209199748,1.2274774774774775,1.7377401933601755
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,7000,38.67,17.2870368,1.1668,0.371403975199247,0.7696,0.1024,0.1552,0.013,0.121,0.1,9.983,0.014,0.444,4.54,0.15,28731.0,0.1684,0.1587,0.1332,0.6452425960932577,1.165165165165165,1.8057784346846846
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,7000,40.6,18.149824,1.2251,0.389961441563762,0.775,0.092,0.1454,0.013,0.113,0.09,9.354,0.013,0.399,4.354,0.15,29017.0,0.1531,0.1587,0.1332,0.5797101449275361,1.0915915915915915,1.8829954954954955
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,7000,42.54,19.0170816,1.2834,0.408518907928277,0.7751,0.0811,0.1343,0.012,0.104,0.079,8.64,0.012,0.352,4.156,0.15,29313.0,0.1372,0.1587,0.1332,0.5110270951480781,1.0082582582582582,1.973003521400562
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,7000,44.47,19.8798688,1.3418,0.42710820528141036,0.7679,0.0699,0.1221,0.011,0.095,0.068,7.854,0.011,0.303,3.939,0.15,29619.0,0.1207,0.1587,0.1332,0.44045368620037806,0.9166666666666666,2.081187410586552
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,7000,46.41,20.7471264,1.4001,0.4456656716459253,0.7504,0.0584,0.1089,0.009,0.085,0.057,7.003,0.01,0.253,3.689,0.15,29933.0,0.1033,0.1587,0.1332,0.36798991808443604,0.8175675675675674,2.2217118659755646
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,7000,48.34,21.609913600000002,1.4585,0.46425496899905866,0.7179,0.0467,0.0948,0.008,0.074,0.046,6.098,0.008,0.203,3.388,0.15,30257.0,0.0848,0.1587,0.1332,0.29426591052299933,0.7117117117117117,2.4186006134614266
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,7000,50.27,22.472700800000002,1.5168,0.4828124353635737,0.6616,0.0349,0.08,0.007,0.062,0.034,5.147,0.007,0.152,3.002,0.15,30589.0,0.065,0.1587,0.1332,0.21991178323881536,0.6006006006006006,2.731097860037688
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,7000,52.21,23.3399584,1.5751,0.5013699017280887,0.5643,0.0232,0.0647,0.006,0.05,0.023,4.16,0.006,0.101,2.466,0.16,30929.0,0.0435,0.1587,0.1332,0.14618777567737867,0.48573573573573564,3.3226836750543645
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,7000,54.14,24.2027456,1.6335,0.519959199081222,0.3861,0.0116,0.0489,0.004,0.038,0.011,3.146,0.004,0.05,1.627,0.16,31278.0,0.0203,0.1587,0.1332,0.07309388783868934,0.3671171171171171,5.022541938490215
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,7000,56.07,25.0655328,1.6918,0.5385166654457371,0.0095,0.0002,0.0329,0.003,0.026,0.0,2.116,0.003,0.001,0.039,0.16,31634.0,0.0001,0.1587,0.1332,0.001260239445494644,0.24699699699699695,195.9921171171171
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,8000,0.0,0.0,0.0,0.0,0.0,0.1588,0.132,0.017,0.134,0.202,12.675,0.015,0.9,7.243,0.16,29201.0,0.3824,0.1588,0.132,1.0,1.0,1.0
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,8000,2.21,0.9879584,0.0584,0.018589297353133374,0.0695,0.1584,0.1332,0.017,0.135,0.202,12.79,0.015,0.898,7.162,0.16,29254.0,0.3777,0.1588,0.132,0.9974811083123427,1.009090909090909,1.0116391184573001
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,8000,4.43,1.9803871999999998,0.1169,0.037210425694885134,0.1371,0.1581,0.1348,0.017,0.137,0.202,12.943,0.015,0.897,7.065,0.16,29317.0,0.3722,0.1588,0.132,0.9955919395465994,1.0212121212121212,1.0257336170049642
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,8000,6.64,2.9683455999999997,0.1753,0.05579972304801851,0.2024,0.158,0.1368,0.018,0.139,0.201,13.138,0.016,0.896,6.952,0.16,29391.0,0.3661,0.1588,0.132,0.9949622166246852,1.0363636363636364,1.0416110471806674
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,8000,8.85,3.956304,0.2337,0.07438902040115188,0.2648,0.1578,0.1393,0.018,0.141,0.201,13.378,0.016,0.895,6.822,0.16,29478.0,0.3591,0.1588,0.132,0.9937027707808564,1.0553030303030304,1.0619906287206666
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,8000,11.07,4.9487328,0.2922,0.09301014874290364,0.3239,0.1578,0.1423,0.018,0.144,0.201,13.663,0.016,0.895,6.676,0.16,29578.0,0.3514,0.1588,0.132,0.9937027707808564,1.0780303030303031,1.0848619272573645
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,8000,13.28,5.936691199999999,0.3506,0.11159944609603702,0.3793,0.1577,0.1457,0.019,0.148,0.201,13.993,0.017,0.894,6.516,0.16,29693.0,0.3428,0.1588,0.132,0.9930730478589421,1.1037878787878788,1.1114870967122075
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,8000,15.49,6.9246496,0.409,0.1301887434491704,0.4308,0.1576,0.1496,0.019,0.152,0.201,14.362,0.017,0.893,6.343,0.16,29821.0,0.3336,0.1588,0.132,0.9924433249370277,1.1333333333333333,1.141962774957699
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,8000,17.71,7.9170784,0.4675,0.14880987179092214,0.4781,0.1573,0.1538,0.02,0.156,0.2,14.763,0.018,0.892,6.16,0.16,29965.0,0.3237,0.1588,0.132,0.9905541561712846,1.165151515151515,1.1762623051879249
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,8000,19.92,8.905036800000001,0.5259,0.16739916914405553,0.5213,0.1568,0.1581,0.02,0.16,0.2,15.184,0.018,0.889,5.969,0.16,30124.0,0.3131,0.1588,0.132,0.9874055415617128,1.1977272727272725,1.2130044063079775
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,8000,22.13,9.8929952,0.5843,0.18598846649718892,0.5603,0.1559,0.1626,0.021,0.165,0.199,15.61,0.019,0.884,5.774,0.16,30298.0,0.3021,0.1588,0.132,0.9817380352644837,1.2318181818181817,1.254732054347192
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,8000,24.35,10.885424,0.6427,0.20457776385032228,0.5954,0.1546,0.1669,0.021,0.169,0.197,16.021,0.019,0.876,5.578,0.16,30487.0,0.2906,0.1588,0.132,0.9735516372795969,1.2643939393939392,1.2987435806970087
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,8000,26.56,11.873382399999999,0.7012,0.22319889219207403,0.6267,0.1526,0.1707,0.022,0.173,0.195,16.393,0.02,0.865,5.382,0.16,30691.0,0.2786,0.1588,0.132,0.9609571788413099,1.293181818181818,1.3457226259978552
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,8000,28.77,12.861340799999999,0.7596,0.24178818954520742,0.6547,0.1499,0.1739,0.022,0.176,0.191,16.7,0.02,0.85,5.19,0.16,30910.0,0.2663,0.1588,0.132,0.9439546599496222,1.3174242424242424,1.3956435603533668
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,8000,30.99,13.8537696,0.818,0.2603774868983408,0.6795,0.1463,0.1762,0.023,0.179,0.187,16.914,0.02,0.83,5.002,0.16,31145.0,0.2535,0.1588,0.132,0.9212846347607054,1.3348484848484847,1.4488991072723127
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,8000,33.2,14.841728000000002,0.8765,0.2789986152400925,0.7016,0.1418,0.1771,0.023,0.18,0.181,17.003,0.02,0.804,4.82,0.16,31394.0,0.2405,0.1588,0.132,0.8929471032745593,1.3416666666666666,1.5025152797367183
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,8000,35.41,15.829686399999998,0.9349,0.2975879125932259,0.7211,0.1361,0.1764,0.023,0.179,0.173,16.935,0.02,0.771,4.645,0.17,31657.0,0.227,0.1588,0.132,0.8570528967254408,1.3363636363636364,1.5592545588137063
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,8000,37.63,16.822115200000002,0.9933,0.3161772099463593,0.7385,0.1292,0.1738,0.022,0.176,0.165,16.682,0.02,0.732,4.477,0.17,31934.0,0.2132,0.1588,0.132,0.8136020151133502,1.3166666666666667,1.6183178534571723
apc_performance_point,APC_5x7.5E,PER3_5x75E.dat,https://www.apcprop.com/files/PER3_5x75E.dat,5x7.5E                   (5x75E.dat),v2022-0915,09/22/2022,5.0,7.5,1.5,2,5-inch high-pitch bridge toward high J,8000,39.84,17.810073600000003,1.0518,0.33479833828811106,0.7537,0.1212,0.1691,0.022,0.172,0.154,16.235,0.019,0.687,4.315,0.17,32225.0,0.199,0.1588,0.132,0.7632241813602015,1.281060606060606,1.6784853485348534
