row_type,name,metric,value,unit,source_file,source_url,evidence_role,note,parameter_group,point,parameter,preset,johnson_parameter,ratio_over_vh,axis,hover_induced_velocity_m_s,descent_speed_m_s
vrs_johnson_packet_preset_boundary_speed,hexLift_N_zero_damping_low,boundary_speed_m_s,4.04738570974,m/s,docs/data/vrs_propwash_reference.csv,https://rotorcraft.arc.nasa.gov/Publications/files/Johnson_TP-2005-213477.pdf,preset_boundary_conversion,"Lower zero-damping/stability-boundary point N, abs(Vz)/vh.",,,,hexLift,VzN,0.45,descent,8.9941904661,
vrs_johnson_packet_current_at_boundary,hexLift_N_zero_damping_low,current_vrs_intensity_hover_spin_no_crossflow,0,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,hexLift,VzN,0.45,,,4.04738570974
vrs_johnson_packet_current_at_boundary,hexLift_N_zero_damping_low,current_vrs_entry_component,0,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,hexLift,VzN,0.45,,,4.04738570974
vrs_johnson_packet_current_at_boundary,hexLift_N_zero_damping_low,current_vrs_exit_component,1,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,hexLift,VzN,0.45,,,4.04738570974
vrs_johnson_packet_current_at_boundary,hexLift_N_zero_damping_low,current_vrs_base_thrust_loss_percent_hover_spin,0,percent,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,hexLift,VzN,0.45,,,4.04738570974
vrs_johnson_packet_current_at_boundary,hexLift_N_zero_damping_low,current_vrs_buffet_thrust_amplitude_percent_max_spin,0,percent,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,hexLift,VzN,0.45,,,4.04738570974
vrs_johnson_packet_current_at_boundary,hexLift_N_zero_damping_low,current_propwash_descent_factor,0.696680449933,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,hexLift,VzN,0.45,,,4.04738570974
vrs_johnson_packet_preset_boundary_speed,hexLift_X_zero_damping_high,boundary_speed_m_s,13.4912856991,m/s,docs/data/vrs_propwash_reference.csv,https://rotorcraft.arc.nasa.gov/Publications/files/Johnson_TP-2005-213477.pdf,preset_boundary_conversion,"Upper zero-damping/stability-boundary point X, abs(Vz)/vh.",,,,hexLift,VzX,1.5,descent,8.9941904661,
vrs_johnson_packet_current_at_boundary,hexLift_X_zero_damping_high,current_vrs_intensity_hover_spin_no_crossflow,0.614746167335,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,hexLift,VzX,1.5,,,13.4912856991
vrs_johnson_packet_current_at_boundary,hexLift_X_zero_damping_high,current_vrs_entry_component,1,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,hexLift,VzX,1.5,,,13.4912856991
vrs_johnson_packet_current_at_boundary,hexLift_X_zero_damping_high,current_vrs_exit_component,0.899039780521,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,hexLift,VzX,1.5,,,13.4912856991
vrs_johnson_packet_current_at_boundary,hexLift_X_zero_damping_high,current_vrs_base_thrust_loss_percent_hover_spin,20.286623522,percent,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,hexLift,VzX,1.5,,,13.4912856991
vrs_johnson_packet_current_at_boundary,hexLift_X_zero_damping_high,current_vrs_buffet_thrust_amplitude_percent_max_spin,23.1962052081,percent,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,hexLift,VzX,1.5,,,13.4912856991
vrs_johnson_packet_current_at_boundary,hexLift_X_zero_damping_high,current_propwash_descent_factor,1,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,hexLift,VzX,1.5,,,13.4912856991
vrs_johnson_packet_preset_boundary_speed,hexLift_E_join_lower,boundary_speed_m_s,17.9883809322,m/s,docs/data/vrs_propwash_reference.csv,https://rotorcraft.arc.nasa.gov/Publications/files/Johnson_TP-2005-213477.pdf,preset_boundary_conversion,"VRS-model lower join E, abs(Vz)/vh.",,,,hexLift,VzE,2,descent,8.9941904661,
vrs_johnson_packet_current_at_boundary,hexLift_E_join_lower,current_vrs_intensity_hover_spin_no_crossflow,0.16414491804,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,hexLift,VzE,2,,,17.9883809322
vrs_johnson_packet_current_at_boundary,hexLift_E_join_lower,current_vrs_entry_component,1,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,hexLift,VzE,2,,,17.9883809322
vrs_johnson_packet_current_at_boundary,hexLift_E_join_lower,current_vrs_exit_component,0.240054869684,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,hexLift,VzE,2,,,17.9883809322
vrs_johnson_packet_current_at_boundary,hexLift_E_join_lower,current_vrs_base_thrust_loss_percent_hover_spin,5.41678229533,percent,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,hexLift,VzE,2,,,17.9883809322
vrs_johnson_packet_current_at_boundary,hexLift_E_join_lower,current_vrs_buffet_thrust_amplitude_percent_max_spin,3.28843559304,percent,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,hexLift,VzE,2,,,17.9883809322
vrs_johnson_packet_current_at_boundary,hexLift_E_join_lower,current_propwash_descent_factor,1,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,hexLift,VzE,2,,,17.9883809322
vrs_johnson_packet_preset_boundary_speed,hexLift_C_baseline_forward_cutoff,boundary_speed_m_s,6.74564284957,m/s,docs/data/vrs_propwash_reference.csv,https://rotorcraft.arc.nasa.gov/Publications/files/Johnson_TP-2005-213477.pdf,preset_boundary_conversion,"Baseline momentum-theory forward-speed cutoff C, Vx/vh.",,,,hexLift,VxC,0.75,forward,8.9941904661,
vrs_johnson_packet_preset_boundary_speed,hexLift_M_vrs_forward_cutoff,boundary_speed_m_s,8.54448094279,m/s,docs/data/vrs_propwash_reference.csv,https://rotorcraft.arc.nasa.gov/Publications/files/Johnson_TP-2005-213477.pdf,preset_boundary_conversion,"VRS increment forward-speed cutoff M, Vx/vh.",,,,hexLift,VxM,0.95,forward,8.9941904661,
vrs_johnson_packet_preset_summary,hexLift,hover_induced_velocity_m_s,8.9941904661,m/s,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,preset_vrs_regime_summary,Current preset hover induced velocity used for Johnson speed conversion.,,,,hexLift,,,,,
vrs_johnson_packet_preset_summary,hexLift,current_sampled_vrs_active_low_vi,0.75,vi ratio,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,preset_vrs_regime_summary,Lowest sampled descent ratio with nonzero current VRS intensity.,,,,hexLift,,,,,
vrs_johnson_packet_preset_summary,hexLift,current_sampled_vrs_active_high_vi,1.9,vi ratio,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,preset_vrs_regime_summary,Highest sampled descent ratio with nonzero current VRS intensity.,,,,hexLift,,,,,
vrs_johnson_packet_preset_summary,hexLift,current_sampled_active_low_over_johnson_N,1.66666666667,ratio,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,preset_vrs_regime_summary,Sampled current VRS-active lower bound divided by Johnson point N.,,,,hexLift,,,,,
vrs_johnson_packet_preset_summary,hexLift,current_sampled_active_high_over_johnson_E,0.95,ratio,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,preset_vrs_regime_summary,Sampled current VRS-active upper bound divided by Johnson point E.,,,,hexLift,,,,,
vrs_johnson_packet_preset_summary,hexLift,current_peak_vrs_ratio_vi,1.2,vi ratio,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,preset_vrs_regime_summary,Sampled descent ratio of peak current VRS intensity.,,,,hexLift,,,,,
vrs_johnson_packet_preset_summary,hexLift,current_peak_vrs_intensity,0.683780830008,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,preset_vrs_regime_summary,Peak current VRS intensity in the scan.,,,,hexLift,,,,,
vrs_johnson_packet_preset_summary,hexLift,current_peak_inside_johnson_zero_damping_band,1,boolean,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,preset_vrs_regime_summary,Whether current peak intensity lies between Johnson N and X.,,,,hexLift,,,,,
vrs_johnson_packet_preset_summary,hexLift,current_intensity_at_johnson_N,0,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,preset_vrs_regime_summary,Current VRS intensity at Johnson point N.,,,,hexLift,,,,,
vrs_johnson_packet_preset_summary,hexLift,current_intensity_at_johnson_X,0.614746167335,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,preset_vrs_regime_summary,Current VRS intensity at Johnson point X.,,,,hexLift,,,,,
vrs_johnson_packet_preset_boundary_speed,octoLift_D_join_upper,boundary_speed_m_s,1.80985581471,m/s,docs/data/vrs_propwash_reference.csv,https://rotorcraft.arc.nasa.gov/Publications/files/Johnson_TP-2005-213477.pdf,preset_boundary_conversion,"VRS-model upper join D, abs(Vz)/vh.",,,,octoLift,VzD,0.2,descent,9.04927907354,
vrs_johnson_packet_current_at_boundary,octoLift_D_join_upper,current_vrs_intensity_hover_spin_no_crossflow,0,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,octoLift,VzD,0.2,,,1.80985581471
vrs_johnson_packet_current_at_boundary,octoLift_D_join_upper,current_vrs_entry_component,0,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,octoLift,VzD,0.2,,,1.80985581471
vrs_johnson_packet_current_at_boundary,octoLift_D_join_upper,current_vrs_exit_component,1,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,octoLift,VzD,0.2,,,1.80985581471
vrs_johnson_packet_current_at_boundary,octoLift_D_join_upper,current_vrs_base_thrust_loss_percent_hover_spin,0,percent,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,octoLift,VzD,0.2,,,1.80985581471
vrs_johnson_packet_current_at_boundary,octoLift_D_join_upper,current_vrs_buffet_thrust_amplitude_percent_max_spin,0,percent,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,octoLift,VzD,0.2,,,1.80985581471
vrs_johnson_packet_current_at_boundary,octoLift_D_join_upper,current_propwash_descent_factor,0.236071059641,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,octoLift,VzD,0.2,,,1.80985581471
vrs_johnson_packet_preset_boundary_speed,octoLift_N_zero_damping_low,boundary_speed_m_s,4.07217558309,m/s,docs/data/vrs_propwash_reference.csv,https://rotorcraft.arc.nasa.gov/Publications/files/Johnson_TP-2005-213477.pdf,preset_boundary_conversion,"Lower zero-damping/stability-boundary point N, abs(Vz)/vh.",,,,octoLift,VzN,0.45,descent,9.04927907354,
vrs_johnson_packet_current_at_boundary,octoLift_N_zero_damping_low,current_vrs_intensity_hover_spin_no_crossflow,0,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,octoLift,VzN,0.45,,,4.07217558309
vrs_johnson_packet_current_at_boundary,octoLift_N_zero_damping_low,current_vrs_entry_component,0,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,octoLift,VzN,0.45,,,4.07217558309
vrs_johnson_packet_current_at_boundary,octoLift_N_zero_damping_low,current_vrs_exit_component,1,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,octoLift,VzN,0.45,,,4.07217558309
vrs_johnson_packet_current_at_boundary,octoLift_N_zero_damping_low,current_vrs_base_thrust_loss_percent_hover_spin,0,percent,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,octoLift,VzN,0.45,,,4.07217558309
vrs_johnson_packet_current_at_boundary,octoLift_N_zero_damping_low,current_vrs_buffet_thrust_amplitude_percent_max_spin,0,percent,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,octoLift,VzN,0.45,,,4.07217558309
vrs_johnson_packet_current_at_boundary,octoLift_N_zero_damping_low,current_propwash_descent_factor,0.79782655086,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,octoLift,VzN,0.45,,,4.07217558309
vrs_johnson_packet_preset_boundary_speed,octoLift_X_zero_damping_high,boundary_speed_m_s,13.5739186103,m/s,docs/data/vrs_propwash_reference.csv,https://rotorcraft.arc.nasa.gov/Publications/files/Johnson_TP-2005-213477.pdf,preset_boundary_conversion,"Upper zero-damping/stability-boundary point X, abs(Vz)/vh.",,,,octoLift,VzX,1.5,descent,9.04927907354,
vrs_johnson_packet_current_at_boundary,octoLift_X_zero_damping_high,current_vrs_intensity_hover_spin_no_crossflow,0.753454121627,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,octoLift,VzX,1.5,,,13.5739186103
vrs_johnson_packet_current_at_boundary,octoLift_X_zero_damping_high,current_vrs_entry_component,1,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,octoLift,VzX,1.5,,,13.5739186103
vrs_johnson_packet_current_at_boundary,octoLift_X_zero_damping_high,current_vrs_exit_component,0.899039780521,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,octoLift,VzX,1.5,,,13.5739186103
vrs_johnson_packet_current_at_boundary,octoLift_X_zero_damping_high,current_vrs_base_thrust_loss_percent_hover_spin,24.8639860137,percent,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,octoLift,VzX,1.5,,,13.5739186103
vrs_johnson_packet_current_at_boundary,octoLift_X_zero_damping_high,current_vrs_buffet_thrust_amplitude_percent_max_spin,23.1962052081,percent,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,octoLift,VzX,1.5,,,13.5739186103
vrs_johnson_packet_current_at_boundary,octoLift_X_zero_damping_high,current_propwash_descent_factor,1,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,octoLift,VzX,1.5,,,13.5739186103
vrs_johnson_packet_preset_boundary_speed,octoLift_E_join_lower,boundary_speed_m_s,18.0985581471,m/s,docs/data/vrs_propwash_reference.csv,https://rotorcraft.arc.nasa.gov/Publications/files/Johnson_TP-2005-213477.pdf,preset_boundary_conversion,"VRS-model lower join E, abs(Vz)/vh.",,,,octoLift,VzE,2,descent,9.04927907354,
vrs_johnson_packet_current_at_boundary,octoLift_E_join_lower,current_vrs_intensity_hover_spin_no_crossflow,0.201181677273,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,octoLift,VzE,2,,,18.0985581471
vrs_johnson_packet_current_at_boundary,octoLift_E_join_lower,current_vrs_entry_component,1,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,octoLift,VzE,2,,,18.0985581471
vrs_johnson_packet_current_at_boundary,octoLift_E_join_lower,current_vrs_exit_component,0.240054869684,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,octoLift,VzE,2,,,18.0985581471
vrs_johnson_packet_current_at_boundary,octoLift_E_join_lower,current_vrs_base_thrust_loss_percent_hover_spin,6.63899535001,percent,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,octoLift,VzE,2,,,18.0985581471
vrs_johnson_packet_current_at_boundary,octoLift_E_join_lower,current_vrs_buffet_thrust_amplitude_percent_max_spin,3.28843559304,percent,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,octoLift,VzE,2,,,18.0985581471
vrs_johnson_packet_current_at_boundary,octoLift_E_join_lower,current_propwash_descent_factor,1,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,octoLift,VzE,2,,,18.0985581471
vrs_johnson_packet_preset_boundary_speed,octoLift_C_baseline_forward_cutoff,boundary_speed_m_s,6.78695930516,m/s,docs/data/vrs_propwash_reference.csv,https://rotorcraft.arc.nasa.gov/Publications/files/Johnson_TP-2005-213477.pdf,preset_boundary_conversion,"Baseline momentum-theory forward-speed cutoff C, Vx/vh.",,,,octoLift,VxC,0.75,forward,9.04927907354,
vrs_johnson_packet_preset_boundary_speed,octoLift_M_vrs_forward_cutoff,boundary_speed_m_s,8.59681511987,m/s,docs/data/vrs_propwash_reference.csv,https://rotorcraft.arc.nasa.gov/Publications/files/Johnson_TP-2005-213477.pdf,preset_boundary_conversion,"VRS increment forward-speed cutoff M, Vx/vh.",,,,octoLift,VxM,0.95,forward,9.04927907354,
vrs_johnson_packet_preset_summary,octoLift,hover_induced_velocity_m_s,9.04927907354,m/s,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,preset_vrs_regime_summary,Current preset hover induced velocity used for Johnson speed conversion.,,,,octoLift,,,,,
vrs_johnson_packet_preset_summary,octoLift,current_sampled_vrs_active_low_vi,0.75,vi ratio,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,preset_vrs_regime_summary,Lowest sampled descent ratio with nonzero current VRS intensity.,,,,octoLift,,,,,
vrs_johnson_packet_preset_summary,octoLift,current_sampled_vrs_active_high_vi,1.9,vi ratio,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,preset_vrs_regime_summary,Highest sampled descent ratio with nonzero current VRS intensity.,,,,octoLift,,,,,
vrs_johnson_packet_preset_summary,octoLift,current_sampled_active_low_over_johnson_N,1.66666666667,ratio,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,preset_vrs_regime_summary,Sampled current VRS-active lower bound divided by Johnson point N.,,,,octoLift,,,,,
vrs_johnson_packet_preset_summary,octoLift,current_sampled_active_high_over_johnson_E,0.95,ratio,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,preset_vrs_regime_summary,Sampled current VRS-active upper bound divided by Johnson point E.,,,,octoLift,,,,,
vrs_johnson_packet_preset_summary,octoLift,current_peak_vrs_ratio_vi,1.2,vi ratio,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,preset_vrs_regime_summary,Sampled descent ratio of peak current VRS intensity.,,,,octoLift,,,,,
vrs_johnson_packet_preset_summary,octoLift,current_peak_vrs_intensity,0.83806538704,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,preset_vrs_regime_summary,Peak current VRS intensity in the scan.,,,,octoLift,,,,,
vrs_johnson_packet_preset_summary,octoLift,current_peak_inside_johnson_zero_damping_band,1,boolean,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,preset_vrs_regime_summary,Whether current peak intensity lies between Johnson N and X.,,,,octoLift,,,,,
vrs_johnson_packet_preset_summary,octoLift,current_intensity_at_johnson_N,0,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,preset_vrs_regime_summary,Current VRS intensity at Johnson point N.,,,,octoLift,,,,,
vrs_johnson_packet_preset_summary,octoLift,current_intensity_at_johnson_X,0.753454121627,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,preset_vrs_regime_summary,Current VRS intensity at Johnson point X.,,,,octoLift,,,,,
vrs_johnson_packet_preset_boundary_speed,racingQuad_D_join_upper,boundary_speed_m_s,1.86433939449,m/s,docs/data/vrs_propwash_reference.csv,https://rotorcraft.arc.nasa.gov/Publications/files/Johnson_TP-2005-213477.pdf,preset_boundary_conversion,"VRS-model upper join D, abs(Vz)/vh.",,,,racingQuad,VzD,0.2,descent,9.32169697245,
vrs_johnson_packet_current_at_boundary,racingQuad_D_join_upper,current_vrs_intensity_hover_spin_no_crossflow,0,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,racingQuad,VzD,0.2,,,1.86433939449
vrs_johnson_packet_current_at_boundary,racingQuad_D_join_upper,current_vrs_entry_component,0,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,racingQuad,VzD,0.2,,,1.86433939449
