row_type,name,source,descent_ratio_vi_low,descent_ratio_vi_high,max_reported_thrust_loss_fraction,rotor_diameter_in_low,rotor_diameter_in_high,reynolds_low,reynolds_high,note,prop_diameter_in_low,prop_diameter_in_high,tested_prop_count,advance_ratio_low,advance_ratio_high,rotational_speed_rpm,wind_tunnel_speed_low_ft_s,wind_tunnel_speed_high_ft_s,wind_tunnel_speed_step_ft_s,wind_tunnel_speed_low_m_s,wind_tunnel_speed_high_m_s,wind_tunnel_speed_step_m_s,steady_replicates_per_condition,steady_data_points_per_run,time_history_lpf_hz,time_history_duration_s,time_history_sample_rate_hz,time_history_advance_ratio_count,time_history_prop_count,time_history_example_advance_ratios,time_history_figure_ids,max_thrust_fluctuation_half_amplitude_fraction,vertical_descent_speed_ft_s,vertical_descent_speed_m_s,net_thrust_loss_fraction_low,net_thrust_loss_fraction_high,windmilling_speed_ft_s,windmilling_speed_m_s,windmilling_rotor_speed_rpm,urdf_source,prop_radius_m,downwash_coeff_1,downwash_coeff_2,downwash_coeff_3,formula,figure,prop,pitch_in,advance_ratio_j,hover_ct_digitized,mean_ct_digitized,lower_measured_ct_digitized,upper_measured_ct_digitized,measured_half_amplitude_ct,measured_half_amplitude_over_mean_fraction,descent_ratio_vi_proxy,reference_source,preset,reference_prop,reference_figure,reference_advance_ratio_j,reference_measured_half_amplitude_fraction,current_vrs_shape_no_crossflow_max_spin,current_vrs_base_thrust_loss_percent_max_spin,current_vrs_buffet_half_amplitude_fraction_max_spin,current_buffet_over_reference_measured_half_amplitude,current_base_loss_over_cambridge_peak_loss_33pct,hover_induced_velocity_m_s,descent_ratio_vi,descent_speed_m_s,hover_spin_ratio,current_vrs_intensity_hover_spin_no_crossflow,current_vrs_entry_component,current_vrs_exit_component,current_vrs_base_thrust_loss_percent_hover_spin,current_vrs_buffet_thrust_amplitude_percent_max_spin,current_vrs_lateral_force_bound_percent_max_thrust,current_propwash_descent_factor,propwash_start_ratio_vi,propwash_full_ratio_vi,propwash_max_torque_nm
current_vrs_scan,cinewhoop 1.90vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cinewhoop,,,,,0.3360768175582993,11.090534979423882,,,,14.47606650416079,1.9,27.5045263579055,0.5395692002653598,0.2486392173350143,1.0,0.3360768175582993,8.205094172055471,4.603809830253977,14.0,1.0,0.11052726232917756,0.3453976947786799,0.045
current_vrs_scan,cinewhoop 2.25vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cinewhoop,,,,,0.0,0.0,,,,14.47606650416079,2.25,32.57114963436178,0.5395692002653598,0.0,1.0,0.0,0.0,0.0,14.0,1.0,0.11052726232917756,0.3453976947786799,0.045
current_vrs_scan,cinewhoop 2.50vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cinewhoop,,,,,0.0,0.0,,,,14.47606650416079,2.5,36.19016626040198,0.5395692002653598,0.0,1.0,0.0,0.0,0.0,14.0,1.0,0.11052726232917756,0.3453976947786799,0.045
current_vrs_scan,heavyLift 0.00vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heavyLift,,,,,0.0,0.0,,,,9.427030225126895,0.0,0.0,0.5388213562465471,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.15911691849697118,0.583428701155561,0.08
current_vrs_scan,heavyLift 0.25vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heavyLift,,,,,0.0,0.0,,,,9.427030225126895,0.25,2.356757556281724,0.5388213562465471,0.0,0.0,1.0,0.0,0.0,14.0,0.21418938907043095,0.15911691849697118,0.583428701155561,0.08
current_vrs_scan,heavyLift 0.45vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heavyLift,,,,,0.0,0.0,,,,9.427030225126895,0.45,4.242163601307103,0.5388213562465471,0.0,0.0,1.0,0.0,0.0,14.0,0.6855409003267758,0.15911691849697118,0.583428701155561,0.08
current_vrs_scan,heavyLift 0.75vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heavyLift,,,,,0.352,11.616000000000003,,,,9.427030225126895,0.75,7.070272668845171,0.5388213562465471,0.2598614548901292,0.352,1.0,8.575428011374264,4.94182656,14.0,1.0,0.15911691849697118,0.583428701155561,0.08
current_vrs_scan,heavyLift 0.95vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heavyLift,,,,,0.7407407407407407,24.444444444444446,,,,9.427030225126895,0.95,8.95567871387055,0.5388213562465471,0.5468464959809116,0.7407407407407407,1.0,18.045934367370087,16.558847736625513,14.0,1.0,0.15911691849697118,0.583428701155561,0.08
current_vrs_scan,heavyLift 1.20vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heavyLift,,,,,1.0,33.00000000000001,,,,9.427030225126895,1.2,11.312436270152274,0.5388213562465471,0.7382427695742307,1.0,1.0,24.36201139594961,27.900000000000002,14.0,1.0,0.15911691849697118,0.583428701155561,0.08
current_vrs_scan,heavyLift 1.30vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heavyLift,,,,,1.0,33.00000000000001,,,,9.427030225126895,1.3,12.255139292664964,0.5388213562465471,0.7382427695742307,1.0,1.0,24.36201139594961,27.900000000000002,14.0,1.0,0.15911691849697118,0.583428701155561,0.08
current_vrs_scan,heavyLift 1.55vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heavyLift,,,,,0.8737997256515775,28.83539094650206,,,,9.427030225126895,1.55,14.611896848946689,0.5388213562465471,0.6450763295182236,1.0,0.8737997256515775,21.287518874101387,22.020256510130004,14.0,1.0,0.15911691849697118,0.583428701155561,0.08
current_vrs_scan,heavyLift 1.90vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heavyLift,,,,,0.3360768175582993,11.090534979423882,,,,9.427030225126895,1.9,17.9113574277411,0.5388213562465471,0.24810628058393236,1.0,0.3360768175582993,8.187507259269767,4.603809830253977,14.0,1.0,0.15911691849697118,0.583428701155561,0.08
current_vrs_scan,heavyLift 2.25vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heavyLift,,,,,0.0,0.0,,,,9.427030225126895,2.25,21.210818006535515,0.5388213562465471,0.0,1.0,0.0,0.0,0.0,14.0,1.0,0.15911691849697118,0.583428701155561,0.08
current_vrs_scan,heavyLift 2.50vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heavyLift,,,,,0.0,0.0,,,,9.427030225126895,2.5,23.56757556281724,0.5388213562465471,0.0,1.0,0.0,0.0,0.0,14.0,1.0,0.15911691849697118,0.583428701155561,0.08
current_vrs_scan,hexLift 0.00vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hexLift,,,,,0.0,0.0,,,,8.994190466097608,0.0,0.0,0.5138338177929633,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.1556560321106287,0.5781509764109067,0.07
current_vrs_scan,hexLift 0.25vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hexLift,,,,,0.0,0.0,,,,8.994190466097608,0.25,2.248547616524402,0.5138338177929633,0.0,0.0,1.0,0.0,0.0,14.0,0.22330200434852687,0.1556560321106287,0.5781509764109067,0.07
current_vrs_scan,hexLift 0.45vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hexLift,,,,,0.0,0.0,,,,8.994190466097608,0.45,4.047385709743923,0.5138338177929633,0.0,0.0,1.0,0.0,0.0,14.0,0.6966804499326114,0.1556560321106287,0.5781509764109067,0.07
current_vrs_scan,hexLift 0.75vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hexLift,,,,,0.352,11.616000000000003,,,,8.994190466097608,0.75,6.745642849573207,0.5138338177929633,0.2406908521626759,0.352,1.0,7.942798121368311,4.94182656,14.0,1.0,0.1556560321106287,0.5781509764109067,0.07
current_vrs_scan,hexLift 0.95vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hexLift,,,,,0.7407407407407407,24.444444444444446,,,,8.994190466097608,0.95,8.544480942792728,0.5138338177929633,0.5065043185241497,0.7407407407407407,1.0,16.71464251129694,16.558847736625513,14.0,1.0,0.1556560321106287,0.5781509764109067,0.07
current_vrs_scan,hexLift 1.20vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hexLift,,,,,1.0,33.00000000000001,,,,8.994190466097608,1.2,10.79302855931713,0.5138338177929633,0.683780830007602,1.0,1.0,22.56476739025086,27.900000000000002,14.0,1.0,0.1556560321106287,0.5781509764109067,0.07
current_vrs_scan,hexLift 1.30vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hexLift,,,,,1.0,33.00000000000001,,,,8.994190466097608,1.3,11.69244760592689,0.5138338177929633,0.683780830007602,1.0,1.0,22.56476739025086,27.900000000000002,14.0,1.0,0.1556560321106287,0.5781509764109067,0.07
current_vrs_scan,hexLift 1.55vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hexLift,,,,,0.8737997256515775,28.83539094650206,,,,8.994190466097608,1.55,13.940995222451294,0.5138338177929633,0.5974875016664506,1.0,0.8737997256515775,19.717087554992872,22.020256510130004,14.0,1.0,0.1556560321106287,0.5781509764109067,0.07
current_vrs_scan,hexLift 1.90vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hexLift,,,,,0.3360768175582993,11.090534979423882,,,,8.994190466097608,1.9,17.088961885585455,0.5138338177929633,0.22980288525632736,1.0,0.3360768175582993,7.583495213458802,4.603809830253977,14.0,1.0,0.1556560321106287,0.5781509764109067,0.07
current_vrs_scan,hexLift 2.25vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hexLift,,,,,0.0,0.0,,,,8.994190466097608,2.25,20.236928548719618,0.5138338177929633,0.0,1.0,0.0,0.0,0.0,14.0,1.0,0.1556560321106287,0.5781509764109067,0.07
current_vrs_scan,hexLift 2.50vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hexLift,,,,,0.0,0.0,,,,8.994190466097608,2.5,22.48547616524402,0.5138338177929633,0.0,1.0,0.0,0.0,0.0,14.0,1.0,0.1556560321106287,0.5781509764109067,0.07
current_vrs_scan,octoLift 0.00vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,octoLift,,,,,0.0,0.0,,,,9.049279073542952,0.0,0.0,0.5893376402086216,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.13260724862695375,0.530428994507815,0.08
current_vrs_scan,octoLift 0.25vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,octoLift,,,,,0.0,0.0,,,,9.049279073542952,0.25,2.262319768385738,0.5893376402086216,0.0,0.0,1.0,0.0,0.0,14.0,0.2950888245515939,0.13260724862695375,0.530428994507815,0.08
current_vrs_scan,octoLift 0.45vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,octoLift,,,,,0.0,0.0,,,,9.049279073542952,0.45,4.072175583094328,0.5893376402086216,0.0,0.0,1.0,0.0,0.0,14.0,0.7978265508595356,0.13260724862695375,0.530428994507815,0.08
current_vrs_scan,octoLift 0.75vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,octoLift,,,,,0.352,11.616000000000003,,,,9.049279073542952,0.75,6.786959305157214,0.5893376402086216,0.2949990162381674,0.352,1.0,9.734967535859518,4.94182656,14.0,1.0,0.13260724862695375,0.530428994507815,0.08
current_vrs_scan,octoLift 0.95vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,octoLift,,,,,0.7407407407407407,24.444444444444446,,,,9.049279073542952,0.95,8.596815119865804,0.5893376402086216,0.6207891755853692,0.7407407407407407,1.0,20.486042794317182,16.558847736625513,14.0,1.0,0.13260724862695375,0.530428994507815,0.08
current_vrs_scan,octoLift 1.20vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,octoLift,,,,,1.0,33.00000000000001,,,,9.049279073542952,1.2,10.85913488825154,0.5893376402086216,0.8380653870402484,1.0,1.0,27.656157772328193,27.900000000000002,14.0,1.0,0.13260724862695375,0.530428994507815,0.08
current_vrs_scan,octoLift 1.30vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,octoLift,,,,,1.0,33.00000000000001,,,,9.049279073542952,1.3,11.764062795605838,0.5893376402086216,0.8380653870402484,1.0,1.0,27.656157772328193,27.900000000000002,14.0,1.0,0.13260724862695375,0.530428994507815,0.08
current_vrs_scan,octoLift 1.55vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,octoLift,,,,,0.8737997256515775,28.83539094650206,,,,9.049279073542952,1.55,14.026382563991575,0.5893376402086216,0.7323013052738521,1.0,0.8737997256515775,24.165943074037123,22.020256510130004,14.0,1.0,0.13260724862695375,0.530428994507815,0.08
current_vrs_scan,octoLift 1.90vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,octoLift,,,,,0.3360768175582993,11.090534979423882,,,,9.049279073542952,1.9,17.193630239731608,0.5893376402086216,0.28165434818225105,1.0,0.3360768175582993,9.29459349001428,4.603809830253977,14.0,1.0,0.13260724862695375,0.530428994507815,0.08
current_vrs_scan,octoLift 2.25vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,octoLift,,,,,0.0,0.0,,,,9.049279073542952,2.25,20.36087791547164,0.5893376402086216,0.0,1.0,0.0,0.0,0.0,14.0,1.0,0.13260724862695375,0.530428994507815,0.08
current_vrs_scan,octoLift 2.50vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,octoLift,,,,,0.0,0.0,,,,9.049279073542952,2.5,22.623197683857377,0.5893376402086216,0.0,1.0,0.0,0.0,0.0,14.0,1.0,0.13260724862695375,0.530428994507815,0.08
current_vrs_scan,coaxialX8 0.00vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coaxialX8,,,,,0.0,0.0,,,,9.311631346033977,0.0,0.0,0.6064234288020212,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.12887108127525965,0.5154843251010386,0.08
current_vrs_scan,coaxialX8 0.25vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coaxialX8,,,,,0.0,0.0,,,,9.311631346033977,0.25,2.327907836508494,0.6064234288020212,0.0,0.0,1.0,0.0,0.0,14.0,0.31330773236347065,0.12887108127525965,0.5154843251010386,0.08
current_vrs_scan,coaxialX8 0.45vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coaxialX8,,,,,0.0,0.0,,,,9.311631346033977,0.45,4.19023410571529,0.6064234288020212,0.0,0.0,1.0,0.0,0.0,14.0,0.830620584920914,0.12887108127525965,0.5154843251010386,0.08
current_vrs_scan,coaxialX8 0.75vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coaxialX8,,,,,0.352,11.616000000000003,,,,9.311631346033977,0.75,6.983723509525483,0.6064234288020212,0.3054863735877353,0.352,1.0,10.08105032839527,4.94182656,14.0,1.0,0.12887108127525965,0.5154843251010386,0.08
current_vrs_scan,coaxialX8 0.95vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coaxialX8,,,,,0.7407407407407407,24.444444444444446,,,,9.311631346033977,0.95,8.846049778732278,0.6064234288020212,0.6428585302772207,0.7407407407407407,1.0,21.214331499148287,16.558847736625513,14.0,1.0,0.12887108127525965,0.5154843251010386,0.08
current_vrs_scan,coaxialX8 1.20vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coaxialX8,,,,,1.0,33.00000000000001,,,,9.311631346033977,1.2,11.173957615240772,0.6064234288020212,0.867859015874248,1.0,1.0,28.639347523850176,27.900000000000002,14.0,1.0,0.12887108127525965,0.5154843251010386,0.08
current_vrs_scan,coaxialX8 1.30vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coaxialX8,,,,,1.0,33.00000000000001,,,,9.311631346033977,1.3,12.10512074984417,0.6064234288020212,0.867859015874248,1.0,1.0,28.639347523850176,27.900000000000002,14.0,1.0,0.12887108127525965,0.5154843251010386,0.08
current_vrs_scan,coaxialX8 1.55vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coaxialX8,,,,,0.8737997256515775,28.83539094650206,,,,9.311631346033977,1.55,14.433028586352664,0.6064234288020212,0.7583349699751659,1.0,0.8737997256515775,25.02505400918047,22.020256510130004,14.0,1.0,0.12887108127525965,0.5154843251010386,0.08
current_vrs_scan,coaxialX8 1.90vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coaxialX8,,,,,0.3360768175582993,11.090534979423882,,,,9.311631346033977,1.9,17.692099557464555,0.6064234288020212,0.2916672961442948,1.0,0.3360768175582993,9.625020772761728,4.603809830253977,14.0,1.0,0.12887108127525965,0.5154843251010386,0.08
