row_type,name,source,equation,note,youngs_modulus_gpa,propeller,method,rpm,out_of_plane_deflection_mm,coning_angle_deg,standard_mean_error_deflection_mm,standard_mean_error_coning_deg,preset,operating_point,rotor_radius_m,arm_variable_m,arm_length_m,thrust_fraction,spin_ratio,current_arm_flex_target,current_arm_full_flex_vertical_deflection_mm,current_arm_flex_vertical_deflection_mm,current_arm_full_flex_tilt_deg,current_arm_flex_tilt_deg,current_arm_flex_natural_frequency_hz,current_arm_flex_damping_ratio,current_arm_flex_vibration,current_coning_target_intensity,current_coning_natural_frequency_hz,current_coning_damping_ratio,current_coning_thrust_scale,current_coning_load_factor,current_coning_vibration,geometry,geometry_use,section_type,outer_width_m,outer_height_m,inner_width_m,inner_height_m,area_m2,second_moment_area_m4,density_kg_m3,tip_mass_kg,load_force_n,cantilever_tip_deflection_mm_at_max_thrust,cantilever_tip_stiffness_n_m,cantilever_first_bending_frequency_hz,code_max_snap_vertical_deflection_mm,beam_deflection_over_code_max_snap,code_arm_flex_frequency_hz_max,beam_frequency_over_code_max
beam_theory_arm_sensitivity,octoLift lift_square_tube_20x20x1p5mm E70GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",70.0,,,,,,,,octoLift,,,,0.52,,,,,,,,,,,,,,,,,lift_square_tube_20x20x1p5mm,large lift square-tube arm sensitivity case,rectangular_tube,0.02,0.02,0.017,0.017,0.00011099999999999999,6.37325e-09,1600.0,0.18,24.0,2.521395789320318,9518.537352071005,34.566066631159984,23.09294605459241,0.10918467411475624,15.979279522311817,2.163180547839813
beam_theory_arm_sensitivity,octoLift lift_square_tube_20x20x1p5mm E135GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",135.0,,,,,,,,octoLift,,,,0.52,,,,,,,,,,,,,,,,,lift_square_tube_20x20x1p5mm,large lift square-tube arm sensitivity case,rectangular_tube,0.02,0.02,0.017,0.017,0.00011099999999999999,6.37325e-09,1600.0,0.18,24.0,1.307390409277202,18357.17917899408,48.00293888580779,23.09294605459241,0.05661427546691064,15.979279522311817,3.004074045940647
beam_theory_arm_sensitivity,coaxialX8 5in_solid_6x4mm E70GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",70.0,,,,,,,,coaxialX8,,,,0.52,,,,,,,,,,,,,,,,,5in_solid_6x4mm,thin 5-inch carbon arm sensitivity case,solid_rectangular,0.006,0.004,,,2.4e-05,3.2e-11,1600.0,0.035,24.0,502.1714285714286,47.79244424214838,5.521237425030414,23.09294605459241,21.74566325943344,15.979279522311817,0.3455248040014024
beam_theory_arm_sensitivity,coaxialX8 5in_solid_6x4mm E135GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",135.0,,,,,,,,coaxialX8,,,,0.52,,,,,,,,,,,,,,,,,5in_solid_6x4mm,thin 5-inch carbon arm sensitivity case,solid_rectangular,0.006,0.004,,,2.4e-05,3.2e-11,1600.0,0.035,24.0,260.3851851851852,92.17114246700044,7.667508875564405,23.09294605459241,11.275529097484007,15.979279522311817,0.47984071277170454
beam_theory_arm_sensitivity,coaxialX8 5in_solid_10x5mm E70GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",70.0,,,,,,,,coaxialX8,,,,0.52,,,,,,,,,,,,,,,,,5in_solid_10x5mm,stiffer 5-inch carbon arm sensitivity case,solid_rectangular,0.01,0.005,,,5e-05,1.0416666666666668e-10,1600.0,0.035,24.0,154.26706285714283,155.57436276741012,9.377020143395344,23.09294605459241,6.680267753297952,15.979279522311817,0.586823713190713
beam_theory_arm_sensitivity,coaxialX8 5in_solid_10x5mm E135GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",135.0,,,,,,,,coaxialX8,,,,0.52,,,,,,,,,,,,,,,,,5in_solid_10x5mm,stiffer 5-inch carbon arm sensitivity case,solid_rectangular,0.01,0.005,,,5e-05,1.0416666666666668e-10,1600.0,0.035,24.0,79.99032888888888,300.0362710514338,13.022150587091254,23.09294605459241,3.463842538747086,15.979279522311817,0.8149397830426877
beam_theory_arm_sensitivity,coaxialX8 3in_solid_8x3mm E70GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",70.0,,,,,,,,coaxialX8,,,,0.52,,,,,,,,,,,,,,,,,3in_solid_8x3mm,compact ducted/cinewhoop arm sensitivity case,solid_rectangular,0.008,0.003,,,2.4e-05,1.8e-11,1600.0,0.025,24.0,892.7492063492065,26.883249886208464,4.7873127320348665,23.09294605459241,38.65895690565945,15.979279522311817,0.29959503026092993
beam_theory_arm_sensitivity,coaxialX8 3in_solid_8x3mm E135GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",135.0,,,,,,,,coaxialX8,,,,0.52,,,,,,,,,,,,,,,,,3in_solid_8x3mm,compact ducted/cinewhoop arm sensitivity case,solid_rectangular,0.008,0.003,,,2.4e-05,1.8e-11,1600.0,0.025,24.0,462.90699588477366,51.84626763768775,6.648285526822389,23.09294605459241,20.045385062193787,15.979279522311817,0.41605665121130203
beam_theory_arm_sensitivity,coaxialX8 10in_solid_16x6mm E70GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",70.0,,,,,,,,coaxialX8,,,,0.52,,,,,,,,,,,,,,,,,10in_solid_16x6mm,large flat carbon arm sensitivity case,solid_rectangular,0.016,0.006,,,9.6e-05,2.88e-10,1600.0,0.09,24.0,55.796825396825405,430.1319981793354,10.00477222571694,23.09294605459241,2.4161848066037157,15.979279522311817,0.6261090940769456
beam_theory_arm_sensitivity,coaxialX8 10in_solid_16x6mm E135GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",135.0,,,,,,,,coaxialX8,,,,0.52,,,,,,,,,,,,,,,,,10in_solid_16x6mm,large flat carbon arm sensitivity case,solid_rectangular,0.016,0.006,,,9.6e-05,2.88e-10,1600.0,0.09,24.0,28.931687242798354,829.540282203004,13.893928830322364,23.09294605459241,1.2528365663871117,15.979279522311817,0.8694965759202294
beam_theory_arm_sensitivity,coaxialX8 lift_square_tube_20x20x1p5mm E70GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",70.0,,,,,,,,coaxialX8,,,,0.52,,,,,,,,,,,,,,,,,lift_square_tube_20x20x1p5mm,large lift square-tube arm sensitivity case,rectangular_tube,0.02,0.02,0.017,0.017,0.00011099999999999999,6.37325e-09,1600.0,0.18,24.0,2.521395789320318,9518.537352071005,34.566066631159984,23.09294605459241,0.10918467411475624,15.979279522311817,2.163180547839813
beam_theory_arm_sensitivity,coaxialX8 lift_square_tube_20x20x1p5mm E135GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",135.0,,,,,,,,coaxialX8,,,,0.52,,,,,,,,,,,,,,,,,lift_square_tube_20x20x1p5mm,large lift square-tube arm sensitivity case,rectangular_tube,0.02,0.02,0.017,0.017,0.00011099999999999999,6.37325e-09,1600.0,0.18,24.0,1.307390409277202,18357.17917899408,48.00293888580779,23.09294605459241,0.05661427546691064,15.979279522311817,3.004074045940647
